"filename", "language", "Python", "comment", "blank", "total"
"e:\Deeponomics\src\crud.py", "Python", 32, 3, 8, 43
"e:\Deeponomics\src\gui\ceo_widget.py", "Python", 38, 2, 5, 45
"e:\Deeponomics\src\gui\main_window.py", "Python", 25, 1, 5, 31
"e:\Deeponomics\src\gui\portfolio_widget.py", "Python", 30, 1, 5, 36
"e:\Deeponomics\src\main.py", "Python", 14, -1, 4, 17
"e:\Deeponomics\src\models.py", "Python", 3, 0, 0, 3
"Total", "-", 142, 6, 27, 175
