"filename", "language", "Python", "comment", "blank", "total"
"e:\Deeponomics\src\crud.py", "Python", 29, 0, 4, 33
"e:\Deeponomics\src\gui\ceo_widget.py", "Python", -3, 0, 0, -3
"e:\Deeponomics\src\gui\main_window.py", "Python", 6, 0, 1, 7
"e:\Deeponomics\src\gui\portfolio_widget.py", "Python", -3, 0, 0, -3
"e:\Deeponomics\src\main.py", "Python", -4, 1, -2, -5
"e:\Deeponomics\src\models.py", "Python", 6, 0, 3, 9
"Total", "-", 31, 1, 6, 38
