"filename", "language", "Python", "comment", "blank", "total"
"e:\Deeponomics\src\crud.py", "Python", 1, 0, 0, 1
"e:\Deeponomics\src\gui\market_data_widget.py", "Python", 2, 0, 0, 2
"e:\Deeponomics\src\main.py", "Python", 7, 0, 0, 7
"e:\Deeponomics\src\models.py", "Python", 13, 1, 2, 16
"e:\Deeponomics\src\schemas.py", "Python", 13, -1, 1, 13
"Total", "-", 36, 0, 3, 39
