"filename", "language", "Python", "comment", "blank", "total"
"e:\Deeponomics\src\crud.py", "Python", 35, 4, 7, 46
"e:\Deeponomics\src\gui\ceo_widget.py", "Python", 52, 1, 11, 64
"e:\Deeponomics\src\gui\main_window.py", "Python", 22, 4, 3, 29
"Total", "-", 109, 9, 21, 139
