"filename", "language", "Python", "comment", "blank", "total"
"e:\Deeponomics\src\gui\ceo_widget.py", "Python", 62, 7, 12, 81
"e:\Deeponomics\src\gui\main_window.py", "Python", 12, 1, 2, 15
"e:\Deeponomics\src\gui\market_data_widget.py", "Python", 11, 2, 2, 15
"Total", "-", 85, 10, 16, 111
